Time,GDP_exp,log_Real_GDP,Current_Account,Current_Account_GDP,Trade_Balance ,Trade_Balance_GDP,NIIP,Trade_EU,Trade_non_EU,HP_FILTER,TREND,,UK exports (to US),UK imports (from US),Trade Balance US,UK exports (to Germany),UK imports (from Germany),Trade Balance Germany,UK exports (to Netherlands),UK imports (from Netherlands),Trade Balance Netherlands,UK exports (to France),UK imports (from France),Trade Balance France,UK exports (to China),UK imports (from China),Trade Balance China,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,,GDP_exp,log_GDP_exp,,,Current_Account,Trade_Balance ,,Detrended_Current_Account,Detrended_Trade_Balance,,,,trend_GDP_exp_HP,trend_CONS_exp_HP,trend_INV_exp_HP,trend_GOVT_exp_HP,trend_EXP_exp_HP,trend_IM_exp_HP,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,cyc_GDP_exp_HP,cyc_CONS_exp_HP,cyc_INV_exp_HP,cyc_GOVT_exp_HP,cyc_EXP_exp_HP,cyc_IM_exp_HP,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,Detrended_Current_Account,Detrended_Trade_Balance,,,cyc_CA_log_det,cyc_CA_quad,serial_1,serial_2,trend_CA_log_det,trend_CA_quad,std_dev_cyc_CA_log_det,std_dev_cyc_CA_quad,serial_corr_cyc_CA_log_det,serial_corr_cyc_CA_quad,corr_CA_GDP_exp,,cyc_TB_log_det,cyc_TB_quad,serial_3,serial_4,trend_TB_log_det,trend_TB_quad,std_dev_cyc_TB_log_det,std_dev_cyc_TB_quad,serial_corr_cyc_TB_log_det,serial_corr_cyc_TB_quad,corr_TB_GDP_exp,,cyc_GDP_log_det,cyc_GDP_quad,serial_5,serial_6,trend_GDP_log_det,trend_GDP_quad,std_dev_cyc_GDP_log_det,std_dev_cyc_GDP_quad,serial_corr_cyc_GDP_log_det,serial_corr_cyc_GDP_quad,,,cyc_CONS_log_det,cyc_CONS_quad,serial_7,serial_8,trend_CONS_log_det,trend_CONS_quad,std_dev_cyc_CONS_log_det,std_dev_cyc_CONS_quad,serial_corr_cyc_CONS_log_det,serial_corr_cyc_CONS_quad,corr_CONS_GDP_exp,,cyc_INV_log_det,cyc_INV_quad,serial_9,serial_10,trend_INV_log_det,trend_INV_quad,std_dev_cyc_INV_log_det,std_dev_cyc_INV_quad,serial_corr_cyc_INV_log_det,serial_corr_cyc_INV_quad,corr_INV_GDP_exp,,cyc_GOVT_log_det,cyc_GOVT_quad,serial_11,serial_12,trend_GOVT_log_det,trend_GOVT_quad,std_dev_cyc_GOVT_log_det,std_dev_cyc_GOVT_quad,serial_corr_cyc_GOVT_log_det,serial_corr_cyc_GOVT_quad,g/y,corr_g/y_GDP_exp,,cyc_EXP_log_det,cyc_EXP_quad,serial_13,serial_14,trend_EXP_log_det,trend_EXP_quad,std_dev_cyc_EXP_log_det,std_dev_cyc_EXP_quad,serial_corr_cyc_EXP_log_det,serial_corr_cyc_EXP_quad,corr_EXP_GDP_exp,,cyc_IM_log_det,cyc_IM_quad,serial_15,serial_16,trend_IM_log_det,trend_IM_quad,std_dev_cyc_IM_log_det,std_dev_cyc_IM_quad,serial_corr_cyc_IM_log_det,serial_corr_cyc_IM_quad,corr_IM_GDP_exp,,QUAD. DETRENDED DATA,,,,,,,,,STD. DEVIATION,,,,,,,,
2011,1659785,6.220051835,-29243,-1.8,-15018,-0.9,-191804,-22398,7380,2011,24,2011,62677654,51543252,11134.402,53169604,80567265,-27397.661,36658501,45623093,-8964.592,37263384,39097117,-1833.733,14065606,56807417,-42741.811,,1659785,6.220051835,1414943,6.150738945,1066900,6.028123715,348043,5.541632903,509554,5.707190215,524572,5.719805106,,,1659785,6.220051835,,,-29243,-15018,,-0.017254017,-0.008860952,,,,14.34310583,14.177565,13.91142557,12.72157239,13.0693388,13.12554661,,1659785,6.220051835,1414943,6.150738945,1066900,6.028123715,348043,5.541632903,509554,5.707190215,524572,5.719805106,,-8.123053993,-8.026826057,-7.883301852,-7.179939486,-7.362148581,-7.405741506,,1659785,6.220051835,1414943,6.150738945,1066900,6.028123715,348043,5.541632903,509554,5.707190215,524572,5.719805106,,-57.64271041,-29.74484492,,,0.696701164,0.014885536,0.068215969,0.001015309,-58.33941157,-57.65759595,,,,,,,-0.007950402,6.89E-03,-0.013066251,4.34E-03,-29.73689452,-2.98E+01,,,,,,,-0.007950402,-0.012156471,-0.013066251,-0.012803372,6.228002238,6.23E+00,,,,,,,-0.004784462,-0.010146648,-0.010491128,-0.010155991,6.155523407,6.160885593,,,,,,,-0.01279127,-0.018023157,-0.016432258,-0.016105265,6.040914985,6.046146872,,,,,,,0.021738261,0.016051048,0.009410056,0.009765507,5.519894643,5.525581855,,,,,-1.320370717,,,0.032281127,0.0274036,0.01150909,0.011813935,5.674909088,5.679786615,,,,,,,0.021353733,0.016494848,0.004618715,0.004922395,5.698451373,5.703310257,,,,,,,-0.004757836,-1.15E-04,-0.012622983,-0.003465216,-0.017146265,0.040857975,-0.02965772,-0.027465048,,,,,,,,,,
2012,1712320,6.233584929,-58752,-3.4,-20072,-1.2,-481319,-37946,17874,2012,25,2012,64195617,61329451,2866.166,52046679,83087742,-31041.063,37848605,47729718,-9881.113,34477025,37745972,-3268.947,15688191,56267400,-40579.209,,1712320,6.233584929,1461177,6.164702827,1105400,6.04351946,355777,5.551177869,513270,5.710345881,533342,5.727005785,,,1712320,6.233584929,,,-58752,-20072,,-0.033405736,-0.011412717,,,,14.38010812,14.21522844,13.9482066,12.76248424,13.11823459,13.17353368,,1712320,6.233584929,1461177,6.164702827,1105400,6.04351946,355777,5.551177869,513270,5.710345881,533342,5.727005785,,-8.146523188,-8.050525611,-7.904687141,-7.21130637,-7.40788871,-7.446527892,,1712320,6.233584929,1461177,6.164702827,1105400,6.04351946,355777,5.551177869,513270,5.710345881,533342,5.727005785,,-113.9635739,-29.27066873,,,0.068215969,0.001015309,-0.457271212,-0.009634796,-114.0317898,-113.9645892,,,,,,,-0.013066251,4.34E-03,-0.01436586,3.26E-03,-29.25760248,-2.93E+01,,,,,,,-0.013066251,-0.012803372,-0.01436586,-0.009108274,6.24665118,6.25E+00,,,,,,,-0.010491128,-0.010155991,-0.014633653,-0.007930921,6.175193955,6.174858818,,,,,,,-0.016432258,-0.016105265,-0.016130561,-0.009590703,6.059951718,6.059624725,,,,,,,0.009410056,0.009765507,-0.008991946,-0.00188293,5.541767813,5.541412362,,,,,-0.762729291,,,0.01150909,0.011813935,0.004604311,0.01070122,5.698836791,5.698531946,,,,,,,0.004618715,0.004922395,-0.000827164,0.005246441,5.72238707,5.72208339,,,,,,,-0.001095176,-3.85E-03,-0.012860374,-0.007566852,-0.019504283,0.031231453,-0.004385164,0.001745705,,,,,,,,,,
2013,1782109,6.250934263,-84834,-4.8,-22751,-1.3,-316763,-51670,28919,2013,26,2013,62795007,54494354,8300.653,48040601,88849201,-40808.6,37343498,53787175,-16443.677,35028468,40823512,-5795.044,18119205,57587865,-39468.66,,1782109,6.250934263,1514366,6.18023085,1155734,6.06285789,358632,5.554649038,533788,5.727368806,556539,5.745495603,,,1782109,6.250934263,,,-84834,-22751,,-0.04649572,-0.012469342,,,,14.41684671,14.25248589,13.98475161,12.80242305,13.16672657,13.22105409,,1782109,6.250934263,1514366,6.18023085,1155734,6.06285789,358632,5.554649038,533788,5.727368806,556539,5.745495603,,-8.165912443,-8.072255042,-7.921893719,-7.247774013,-7.439357765,-7.475558483,,1782109,6.250934263,1514366,6.18023085,1155734,6.06285789,358632,5.554649038,533788,5.727368806,556539,5.745495603,,-161.9511447,-28.80735052,,,-0.457271212,-0.009634796,-0.446794462,-0.007001044,-161.4938735,-161.9415099,,,,,,,-0.01436586,3.26E-03,-0.013977553,1.97E-03,-28.79298466,-2.88E+01,,,,,,,-0.01436586,-0.009108274,-0.013977553,-0.003199502,6.265300123,6.26E+00,,,,,,,-0.014633653,-0.007930921,-0.018818007,-0.005077406,6.194864503,6.188161771,,,,,,,-0.016130561,-0.009590703,-0.018800149,-0.00539344,6.078988451,6.072448593,,,,,,,-0.008991946,-0.00188293,-0.018230113,-0.003656631,5.563640984,5.556531968,,,,,0.206727452,,,0.004604311,0.01070122,-0.021844747,-0.009346085,5.722764495,5.716667586,,,,,,,-0.000827164,0.005246441,-0.02466923,-0.012218338,5.746322768,5.740249162,,,,,,,0.014885536,6.89E-03,-0.012156471,-0.010146648,-0.018023157,0.016051048,0.0274036,0.016494848,,,,,,,,,,
2014,1861965,6.269971513,-87925,-4.7,-25961,-1.4,-424815,-55458,29497,2014,27,2014,64197476,58616732,5580.744,52026088,100307000,-48280.912,36737709,53552199,-16814.49,32494140,43522704,-11028.564,26235500,64147254,-37911.754,,1861965,6.269971513,1569340,6.195717044,1200121,6.079225035,369219,5.567284042,530698,5.724847451,556659,5.745589235,,,1861965,6.269971513,,,-87925,-25961,,-0.046460232,-0.013717988,,,,14.45339802,14.28944642,14.02113694,12.84160553,13.21492413,13.26823796,,1861965,6.269971513,1569340,6.195717044,1200121,6.079225035,369219,5.567284042,530698,5.724847451,556659,5.745589235,,-8.183426505,-8.093729375,-7.941911906,-7.274321487,-7.490076682,-7.522648725,,1861965,6.269971513,1569340,6.195717044,1200121,6.079225035,369219,5.567284042,530698,5.724847451,556659,5.745589235,,-165.2085233,-28.35367207,,,-0.446794462,-0.007001044,-0.502676188,-0.005696089,-164.7617288,-165.2015222,,,,,,,-0.013977553,1.97E-03,-0.019999457,2.14E-03,-28.33969451,-2.84E+01,,,,,,,-0.013977553,-0.003199502,-0.019999457,-0.003175183,6.283949066,6.27E+00,,,,,,,-0.018818007,-0.005077406,-0.027498968,-0.006050225,6.214535051,6.20079445,,,,,,,-0.018800149,-0.00539344,-0.025084559,-0.004157013,6.098025184,6.084618475,,,,,,,-0.018230113,-0.003656631,-0.034893283,-0.012144433,5.585514155,5.570940673,,,,,1.142875021,,,-0.021844747,-0.009346085,-0.046303883,-0.026793776,5.746692198,5.734193536,,,,,,,-0.02466923,-0.012218338,-0.048723531,-0.029287993,5.770258465,5.757807573,,,,,,,0.001015309,4.34E-03,-0.012803372,-0.010155991,-0.016105265,0.009765507,0.011813935,0.004922395,,,,,,,,,,
2015,1916896,6.282598551,-94036,-4.9,-26458,-1.4,-434649,-69404,42946,2015,28,2015,69381207,58066454,11314.753,46631518,94348064,-47716.546,26457524,47549004,-21091.48,27275622,38703822,-11428.2,27625409,62979614,-35354.205,,1916896,6.282598551,1609558,6.206706631,1235883,6.091977358,373675,5.572494043,530049,5.724316019,556507,5.745470631,,,1916896,6.282598551,,,-94036,-26458,,-0.047911928,-0.013480516,,,,14.48982376,14.32620534,14.05742363,12.88024064,13.26294981,13.3152207,,1916896,6.282598551,1609558,6.206706631,1235883,6.091977358,373675,5.572494043,530049,5.724316019,556507,5.745470631,,-8.207225209,-8.119498708,-7.965446275,-7.3077466,-7.538633792,-7.569750064,,1916896,6.282598551,1609558,6.206706631,1235883,6.091977358,373675,5.572494043,530049,5.724316019,556507,5.745470631,,-173.9177461,-27.90866039,,,-0.502676188,-0.005696089,-0.639132539,-0.005962202,-173.4150699,-173.91205,,,,,,,-0.019999457,2.14E-03,-0.021200007,-3.53E-04,-27.88866093,-2.79E+01,,,,,,,-0.019999457,-0.003175183,-0.021200007,0.002196249,6.302598009,6.29E+00,,,,,,,-0.027498968,-0.006050225,-0.028418765,0.001408394,6.234205599,6.212756856,,,,,,,-0.025084559,-0.004157013,-0.022472448,0.006629921,6.117061917,6.096134372,,,,,,,-0.034893283,-0.012144433,-0.047740911,-0.016105791,5.607387326,5.584638476,,,,,3.824797689,,,-0.046303883,-0.026793776,-0.040582504,-0.013451262,5.770619902,5.751109795,,,,,,,-0.048723531,-0.029287993,-0.040107468,-0.013079923,5.794194162,5.774758624,,,,,,,-0.009634796,3.26E-03,-0.009108274,-0.007930921,-0.009590703,-0.00188293,0.01070122,0.005246441,,,,,,,,,,
2016,1995478,6.300046944,-103992,-5.2,-32323,-1.6,6288,-70174,37851,2016,29,2016,61568659,57103332,4465.327,43797384,88077491,-44280.107,25484748,47382169,-21897.421,26461828,35949857,-9488.029,18142280,59575883,-41433.603,,1995478,6.300046944,1680573,6.225457382,1299051,6.113626202,381522,5.581519586,567499,5.753965101,599822,5.778022391,,,1995478,6.300046944,,,-103992,-32323,,-0.051093079,-0.015880852,,,,14.52617548,14.36284342,14.09365822,12.91852333,13.31090553,13.36211361,,1995478,6.300046944,1680573,6.225457382,1299051,6.113626202,381522,5.581519586,567499,5.753965101,599822,5.778022391,,-8.226128539,-8.137386037,-7.980032018,-7.337003743,-7.556940434,-7.584091217,,1995478,6.300046944,1680573,6.225457382,1299051,6.113626202,381522,5.581519586,567499,5.753965101,599822,5.778022391,,-189.3186164,-27.47151628,,,-0.639132539,-0.005962202,0.120278076,0.013946041,-188.6794838,-189.3126542,,,,,,,-0.021200007,-3.53E-04,-0.023575946,3.51E-03,-27.45031627,-2.75E+01,,,,,,,-0.021200007,0.002196249,-0.023575946,0.006918051,6.321246951,6.30E+00,,,,,,,-0.028418765,0.001408394,-0.034614832,0.004261015,6.253876147,6.224048988,,,,,,,-0.022472448,0.006629921,-0.025811315,0.012119861,6.136098649,6.106996281,,,,,,,-0.047740911,-0.016105791,-0.063796559,-0.022564268,5.629260497,5.597625377,,,,,-7.333316016,,,-0.040582504,-0.013451262,-0.019765979,0.01559609,5.794547605,5.767416363,,,,,,,-0.040107468,-0.013079923,-0.02634705,0.008879863,5.818129858,5.791102313,,,,,,,-0.007001044,1.97E-03,-0.003199502,-0.005077406,-0.00539344,-0.003656631,-0.009346085,-0.012218338,,,,,,,,,,
2017,2071667,6.316319948,-72306,-3.5,-25127,-1.2,-208133,-64521,39394,2017,30,2017,59098116,58827516,270.6,46663005,89639326,-42976.321,27556388,51347897,-23791.509,30381011,36458563,-6077.552,21382916,59860984,-38478.068,,2071667,6.316319948,1733532,6.238931863,1346865,6.129324067,386667,5.587337109,629085,5.79870933,654212,5.815718506,,,2071667,6.316319948,,,-72306,-25127,,-0.034258259,-0.01190506,,,,14.56248998,14.39941972,14.1298684,12.95661783,13.35884184,13.4089744,,2071667,6.316319948,1733532,6.238931863,1346865,6.129324067,386667,5.587337109,629085,5.79870933,654212,5.815718506,,-8.246170034,-8.160487858,-8.000544334,-7.369280723,-7.560132507,-7.593255889,,2071667,6.316319948,1733532,6.238931863,1346865,6.129324067,386667,5.587337109,629085,5.79870933,654212,5.815718506,,-129.574156,-27.04165648,,,0.120278076,0.013946041,-0.031203642,0.013573357,-129.694434,-129.588102,,,,,,,-0.023575946,3.51E-03,-0.027258481,1.67E-03,-27.01808053,-2.70E+01,,,,,,,-0.023575946,0.006918051,-0.027258481,0.010859016,6.339895894,6.31E+00,,,,,,,-0.034614832,0.004261015,-0.037888525,0.010706284,6.273546695,6.234670848,,,,,,,-0.025811315,0.012119861,-0.026804079,0.020609891,6.155135383,6.117204207,,,,,,,-0.063796559,-0.022564268,-0.075059485,-0.023519121,5.651133668,5.609901377,,,,,-3.261650774,,,-0.019765979,0.01559609,-0.025182835,0.019019751,5.818475309,5.78311324,,,,,,,-0.02634705,0.008879863,-0.029509403,0.014524238,5.842065556,5.806838643,,,,,,,-0.005696089,2.14E-03,-0.003175183,-0.006050225,-0.004157013,-0.012144433,-0.026793776,-0.029287993,,,,,,,,,,
2018,2144304,6.331286356,-82868,-3.9,-29787,-1.4,-275139,-65947,36160,2018,31,2018,65982646,63284152,2698.494,47508805,92086833,-44578.028,34526295,55878866,-21352.571,32080306,37848201,-5767.895,27700751,63381667,-35680.916,,2144304,6.331286356,1800233,6.255328718,1404003,6.147368036,396230,5.597947354,656478,5.817220177,686265,5.83649185,,,2144304,6.331286356,,,-82868,-29787,,-0.037862753,-0.013609811,,,,14.59879169,14.43597568,14.16607156,12.99464677,13.40677056,13.45582468,,2144304,6.331286356,1800233,6.255328718,1404003,6.147368036,396230,5.597947354,656478,5.817220177,686265,5.83649185,,-8.267505335,-8.180646961,-8.018703528,-7.39669942,-7.589550384,-7.619332829,,2144304,6.331286356,1800233,6.255328718,1404003,6.147368036,396230,5.597947354,656478,5.817220177,686265,5.83649185,,-146.178662,-26.61867077,,,-0.031203642,0.013573357,,,-146.1474584,-146.1922354,,,,,,,-0.027258481,1.67E-03,,,-26.59141229,-2.66E+01,,,,,,,-0.027258481,0.010859016,,,6.358544836,6.32E+00,,,,,,,-0.037888525,0.010706284,,,6.293217243,6.244622434,,,,,,,-0.026804079,0.020609891,,,6.174172115,6.126758145,,,,,,,-0.075059485,-0.023519121,,,5.673006839,5.621466475,,,,,-2.165861162,,,-0.025182835,0.019019751,,,5.842403012,5.798200426,,,,,,,-0.029509403,0.014524238,,,5.866001253,5.821967612,,,,,,,-0.005962202,-3.53E-04,0.002196249,0.001408394,0.006629921,-0.016105791,-0.013451262,-0.013079923,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013946041,3.51E-03,0.006918051,0.004261015,0.012119861,-0.022564268,0.01559609,0.008879863,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013573357,1.67E-03,0.010859016,0.010706284,0.020609891,-0.023519121,0.019019751,0.014524238,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
