Time,GDP_exp,log_Real_GDP,Current_Account,Current_Account_GDP,Trade_Balance ,Trade_Balance_GDP,NIIP,Trade_EU,Trade_non_EU,HP_FILTER,TREND,,UK exports (to US),UK imports (from US),Trade Balance US,UK exports (to Germany),UK imports (from Germany),Trade Balance Germany,UK exports (to Netherlands),UK imports (from Netherlands),Trade Balance Netherlands,UK exports (to France),UK imports (from France),Trade Balance France,UK exports (to China),UK imports (from China),Trade Balance China,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,,GDP_exp,log_GDP_exp,,,Current_Account,Trade_Balance ,,Detrended_Current_Account,Detrended_Trade_Balance,,,,trend_GDP_exp_HP,trend_CONS_exp_HP,trend_INV_exp_HP,trend_GOVT_exp_HP,trend_EXP_exp_HP,trend_IM_exp_HP,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,cyc_GDP_exp_HP,cyc_CONS_exp_HP,cyc_INV_exp_HP,cyc_GOVT_exp_HP,cyc_EXP_exp_HP,cyc_IM_exp_HP,,GDP_exp,log_GDP_exp,CONS_exp,log_CONS_exp,INV_exp,log_INV_exp,GOVT_exp,log_GOVT_exp,EXP_exp,log_EXP_exp,IM_exp,log_IM_exp,,Detrended_Current_Account,Detrended_Trade_Balance,,,cyc_CA_log_det,cyc_CA_quad,serial_1,serial_2,trend_CA_log_det,trend_CA_quad,std_dev_cyc_CA_log_det,std_dev_cyc_CA_quad,serial_corr_cyc_CA_log_det,serial_corr_cyc_CA_quad,corr_CA_GDP_exp,,cyc_TB_log_det,cyc_TB_quad,serial_3,serial_4,trend_TB_log_det,trend_TB_quad,std_dev_cyc_TB_log_det,std_dev_cyc_TB_quad,serial_corr_cyc_TB_log_det,serial_corr_cyc_TB_quad,corr_TB_GDP_exp,,cyc_GDP_log_det,cyc_GDP_quad,serial_5,serial_6,trend_GDP_log_det,trend_GDP_quad,std_dev_cyc_GDP_log_det,std_dev_cyc_GDP_quad,serial_corr_cyc_GDP_log_det,serial_corr_cyc_GDP_quad,,,cyc_CONS_log_det,cyc_CONS_quad,serial_7,serial_8,trend_CONS_log_det,trend_CONS_quad,std_dev_cyc_CONS_log_det,std_dev_cyc_CONS_quad,serial_corr_cyc_CONS_log_det,serial_corr_cyc_CONS_quad,corr_CONS_GDP_exp,,cyc_INV_log_det,cyc_INV_quad,serial_9,serial_10,trend_INV_log_det,trend_INV_quad,std_dev_cyc_INV_log_det,std_dev_cyc_INV_quad,serial_corr_cyc_INV_log_det,serial_corr_cyc_INV_quad,corr_INV_GDP_exp,,cyc_GOVT_log_det,cyc_GOVT_quad,serial_11,serial_12,trend_GOVT_log_det,trend_GOVT_quad,std_dev_cyc_GOVT_log_det,std_dev_cyc_GOVT_quad,serial_corr_cyc_GOVT_log_det,serial_corr_cyc_GOVT_quad,g/y,corr_g/y_GDP_exp,,cyc_EXP_log_det,cyc_EXP_quad,serial_13,serial_14,trend_EXP_log_det,trend_EXP_quad,std_dev_cyc_EXP_log_det,std_dev_cyc_EXP_quad,serial_corr_cyc_EXP_log_det,serial_corr_cyc_EXP_quad,corr_EXP_GDP_exp,,cyc_IM_log_det,cyc_IM_quad,serial_15,serial_16,trend_IM_log_det,trend_IM_quad,std_dev_cyc_IM_log_det,std_dev_cyc_IM_quad,serial_corr_cyc_IM_log_det,serial_corr_cyc_IM_quad,corr_IM_GDP_exp,,QUAD. DETRENDED DATA,,,,,,,,,STD. DEVIATION,,,,,,,,
1998,996375,5.998422822,-4974,-0.5,-6151,-0.6,-56336,,,1998,11,1998,36024207,44727263,-8703.056,33276690,41515332,-8238.642,21077090,21934952,-857.862,26659436,28940031,-2280.595,1423572,9505521,-8081.949,,996375,5.998422822,821060,5.914374895,660260,5.819714988,160800,5.206286044,240818,5.381688945,246969,5.392642443,,,996375,5.998422822,,,-4974,-6151,,-0.005050147,-0.006245166,,,,13.80031754,13.60727763,13.36429684,12.07046715,12.37392877,12.42486464,,996375,5.998422822,821060,5.914374895,660260,5.819714988,160800,5.206286044,240818,5.381688945,246969,5.392642443,,-7.801894713,-7.69290273,-7.54458185,-6.864181108,-6.992239823,-7.032222201,,996375,5.998422822,821060,5.914374895,660260,5.819714988,160800,5.206286044,240818,5.381688945,246969,5.392642443,,-12.41093415,-37.65198961,,,0.615326625,0.011843158,-0.065583173,-0.007759526,-13.02626077,-12.42277731,,,,,,,0.012856841,7.53E-03,0.012773313,7.39E-05,-37.66484645,-3.77E+01,,,,,,,0.012856841,-0.00160152,0.012773313,-0.004050962,5.985565982,6.00E+00,,,,,,,0.014568613,-0.003863901,0.017566389,-0.003882355,5.899806282,5.918238796,,,,,,,0.02627753,0.008292921,0.02804968,0.007122135,5.793437457,5.811422067,,,,,,,-0.029257376,-0.04880717,-0.02090956,-0.04365841,5.235543421,5.255093214,,,,,30.47552538,,,0.017840002,0.001073503,0.008045799,-0.011464308,5.363848943,5.380615442,,,,,,,0.005355133,-0.011347283,0.009085977,-0.010349561,5.387287311,5.403989726,,,,,,,0.011078259,1.48E-02,0.001307229,-0.004225689,0.000876378,-0.022042375,0.049764307,0.023577482,,SERIAL CORRELATIONS,,,,,,,,
1999,1039892,6.016988237,-25668,-2.5,-14430,-1.4,-64513,-13125,-1305,1999,12,1999,39921163,42280412,-2359.249,32138819,42478491,-10339.672,21263686,21460483,-196.797,26520501,28741883,-2221.382,1957848,10834084,-8876.236,,1039892,6.016988237,865054,5.937043219,692666,5.840523871,172388,5.236507031,248784,5.395822446,263214,5.420308985,,,1039892,6.016988237,,,-25668,-14430,,-0.024875302,-0.013984362,,,,13.84688022,13.65721217,13.41256588,12.12610159,12.43226645,12.4843242,,1039892,6.016988237,865054,5.937043219,692666,5.840523871,172388,5.236507031,248784,5.395822446,263214,5.420308985,,-7.829891981,-7.720168947,-7.572042006,-6.88959456,-7.036444001,-7.064015213,,1039892,6.016988237,865054,5.937043219,692666,5.840523871,172388,5.236507031,248784,5.395822446,263214,5.420308985,,-62.76368792,-36.89824103,,,-0.065583173,-0.007759526,0.048750275,-0.005459659,-62.69810474,-62.75592839,,,,,,,0.012773313,7.39E-05,0.016808769,-3.27E-03,-36.91101434,-3.69E+01,,,,,,,0.012773313,-0.004050962,0.016808769,-0.00185566,6.004214924,6.02E+00,,,,,,,0.017566389,-0.003882355,0.021077404,-0.002717296,5.91947683,5.940925574,,,,,,,0.02804968,0.007122135,0.03099374,0.007777245,5.81247419,5.833401736,,,,,,,-0.02090956,-0.04365841,-0.014809593,-0.040046599,5.257416591,5.280165442,,,,,10.77729581,,,0.008045799,-0.011464308,0.029349473,0.007705448,5.387776647,5.407286754,,,,,,,0.009085977,-0.010349561,0.034798731,0.013237431,5.411223008,5.430658546,,,,,,,0.016350235,1.85E-02,0.000283673,-0.003808935,0.006759329,-0.042791652,0.032830875,0.000896823,,,,,,,,,,
2000,1095652,6.039672636,-24799,-2.3,-19000,-1.7,23682,-10413,-8587,2000,13,2000,44990270,44318415,671.855,33731121,42227559,-8496.438,22239695,23042774,-803.079,27366248,27405234,-38.986,2221137,13317168,-11096.031,,1095652,6.039672636,912483,5.960224782,728626,5.862504664,183857,5.264480169,276092,5.441053823,295092,5.469957436,,,1095652,6.039672636,,,-24799,-19000,,-0.022956292,-0.017588191,,,,13.89272183,13.70625207,13.45978488,12.18141014,12.48963846,12.54295814,,1095652,6.039672636,912483,5.960224782,728626,5.862504664,183857,5.264480169,276092,5.441053823,295092,5.469957436,,-7.853049198,-7.746027292,-7.597280211,-6.916929967,-7.048584638,-7.073000707,,1095652,6.039672636,912483,5.960224782,728626,5.862504664,183857,5.264480169,276092,5.441053823,295092,5.469957436,,-59.44349384,-36.17090697,,,0.048750275,-0.005459659,0.17041565,-0.00279725,-59.49224411,-59.43803418,,,,,,,0.016808769,-3.27E-03,0.015193135,-7.63E-03,-36.18771574,-3.62E+01,,,,,,,0.016808769,-0.00185566,0.015193135,-0.004785691,6.022863867,6.04E+00,,,,,,,0.021077404,-0.002717296,0.021278661,-0.004191722,5.939147378,5.962942078,,,,,,,0.03099374,0.007777245,0.028425433,0.003573972,5.831510924,5.85472742,,,,,,,-0.014809593,-0.040046599,-0.003579676,-0.030593936,5.279289763,5.304526768,,,,,21.58078114,,,0.029349473,0.007705448,0.019645361,-0.003522891,5.41170435,5.433348375,,,,,,,0.034798731,0.013237431,0.032775539,0.009695838,5.435158705,5.456720005,,,,,,,0.011843158,7.53E-03,-0.00160152,-0.003863901,0.008292921,-0.04880717,0.001073503,-0.011347283,,serial_corr_cyc_CA_quad,serial_corr_cyc_TB_quad,serial_corr_cyc_GDP_quad,serial_corr_cyc_CONS_quad,serial_corr_cyc_INV_quad,serial_corr_cyc_GOVT_quad,serial_corr_cyc_EXP_quad,serial_corr_cyc_IM_quad,
2001,1139478,6.056705945,-23543,-2.1,-25079,-2.2,-23494,-17857,-7222,2001,14,2001,42901582,44320855,-1419.273,33428258,41630974,-8202.716,20598772,21623263,-1024.491,27242611,27932121,-689.51,2479901,13957948,-11478.047,,1139478,6.056705945,955205,5.980096587,756786,5.878973089,198419,5.297583257,285284,5.455277415,310363,5.491869941,,,1139478,6.056705945,,,-23543,-25079,,-0.020833126,-0.022192327,,,,13.9377948,13.75433048,13.50590862,12.23624666,12.54608399,12.6006909,,1139478,6.056705945,955205,5.980096587,756786,5.878973089,198419,5.297583257,285284,5.455277415,310363,5.491869941,,-7.881088856,-7.774233891,-7.626935535,-6.938663406,-7.090806571,-7.108820961,,1139478,6.056705945,955205,5.980096587,756786,5.878973089,198419,5.297583257,285284,5.455277415,310363,5.491869941,,-55.33891918,-35.46974856,,,0.17041565,-0.00279725,0.218524898,-0.001967085,-55.50933483,-55.33612193,,,,,,,0.015193135,-7.63E-03,0.015604491,-1.12E-02,-35.4849417,-3.55E+01,,,,,,,0.015193135,-0.004785691,0.015604491,-0.005162973,6.041512809,6.06E+00,,,,,,,0.021278661,-0.004191722,0.022535253,-0.00394054,5.958817926,5.984288309,,,,,,,0.028425433,0.003573972,0.025716029,-0.00011641,5.850547657,5.875399117,,,,,,,-0.003579676,-0.030593936,0.012584251,-0.015496361,5.301162933,5.328177192,,,,,6.392794457,,,0.019645361,-0.003522891,-0.001570435,-0.025653224,5.435632054,5.458800306,,,,,,,0.032775539,0.009695838,0.019039059,-0.004951683,5.459094402,5.482174104,,,,,,,-0.007759526,7.39E-05,-0.004050962,-0.003882355,0.007122135,-0.04365841,-0.011464308,-0.010349561,,0.583027185,0.815872102,0.649607089,0.744142522,0.749579245,0.91947315,0.505361602,0.298562634,
2002,1190601,6.075766243,-24452,-2.1,-30667,-2.6,41228,-29416,-1251,2002,15,2002,43007794,39972961,3034.833,32544118,46298263,-13754.145,20678630,22961387,-2282.757,27803809,30046604,-2242.795,2258489,16212725,-13954.236,,1190601,6.075766243,1002360,6.001023727,785779,5.895300418,216581,5.335620355,287071,5.457989322,317738,5.502069158,,,1190601,6.075766243,,,-24452,-30667,,-0.02070059,-0.025962088,,,,13.98206038,13.80139155,13.55091637,12.29042786,12.60166648,12.65747945,,1190601,6.075766243,1002360,6.001023727,785779,5.895300418,216581,5.335620355,287071,5.457989322,317738,5.502069158,,-7.906294134,-7.800367825,-7.655615954,-6.954807501,-7.14367716,-7.155410297,,1190601,6.075766243,1002360,6.001023727,785779,5.895300418,216581,5.335620355,287071,5.457989322,317738,5.502069158,,-56.38119178,-34.79438017,,,0.218524898,-0.001967085,0.361499712,0.001600576,-56.59971667,-56.37922469,,,,,,,0.015604491,-1.12E-02,0.020688665,-7.47E-03,-34.80998466,-3.48E+01,,,,,,,0.015604491,-0.005162973,0.020688665,-0.000341678,6.060161752,6.08E+00,,,,,,,0.022535253,-0.00394054,0.027355746,0.000544816,5.978488474,6.004964267,,,,,,,0.025716029,-0.00011641,0.026955983,0.000796551,5.869584389,5.895416828,,,,,,,0.012584251,-0.015496361,0.030157803,0.00172174,5.323036104,5.351116716,,,,,3.001441359,,,-0.001570435,-0.025653224,-0.006379235,-0.030766868,5.459559757,5.483642546,,,,,,,0.019039059,-0.004951683,0.008492091,-0.015802332,5.483030099,5.507020841,,,,,,,-0.005459659,-3.27E-03,-0.00185566,-0.002717296,0.007777245,-0.040046599,0.007705448,0.013237431,,,,,,,,,,
2003,1257475,6.09949936,-22192,-1.8,-27695,-2.2,31699,-32721,5026,2003,16,2003,48080700,39360303,8720.397,33294860,54010770,-20715.91,21711620,25637191,-3925.571,30225249,33251079,-3025.83,3159566,20189144,-17029.578,,1257475,6.09949936,1060510,6.025514768,823336,5.915577105,237174,5.375067078,299991,5.477108226,327686,5.515457887,,,1257475,6.09949936,,,-22192,-27695,,-0.017988945,-0.022449704,,,,14.025485,13.84738906,13.59480669,12.34374658,12.65645888,12.71330878,,1257475,6.09949936,1060510,6.025514768,823336,5.915577105,237174,5.375067078,299991,5.477108226,327686,5.515457887,,-7.92598564,-7.821874296,-7.679229589,-6.968679506,-7.179350652,-7.197850895,,1257475,6.09949936,1060510,6.025514768,823336,5.915577105,237174,5.375067078,299991,5.477108226,327686,5.515457887,,-50.21412699,-34.14433924,,,0.361499712,0.001600576,0.186127609,-0.003227769,-50.57562671,-50.21572757,,,,,,,0.020688665,-7.47E-03,0.023156405,-1.10E-02,-34.1650279,-3.41E+01,,,,,,,0.020688665,-0.000341678,0.023156405,0.002388941,6.078810695,6.10E+00,,,,,,,0.027355746,0.000544816,0.031752021,0.005276229,5.998159022,6.024969952,,,,,,,0.026955983,0.000796551,0.028664333,0.002831894,5.888621122,5.914780554,,,,,,,0.030157803,0.00172174,0.043689409,0.015608797,5.344909275,5.373345338,,,,,-5.039069803,,,-0.006379235,-0.030766868,-0.011818104,-0.035900892,5.483487461,5.507875094,,,,,,,0.008492091,-0.015802332,0.0090298,-0.014960943,5.506965796,5.531260219,,,,,,,-0.00279725,-7.63E-03,-0.004785691,-0.004191722,0.003573972,-0.030593936,-0.003522891,0.009695838,,STD. DEVIATION of X/STD. DEVIATION of GDP,,,,,,,,
2004,1320128,6.120616043,-30678,-2.3,-33644,-2.5,-49896,-35726,2082,2004,17,2004,52566911,42432427,10134.484,39456155,64884601,-25428.446,21910321,33011608,-11101.287,33803111,36953735,-3150.624,4358313,26342081,-21983.768,,1320128,6.120616043,1120938,6.049581592,863619,5.936322188,257319,5.410471855,313038,5.49559706,346682,5.539931293,,,1320128,6.120616043,,,-30678,-33644,,-0.023831692,-0.02613578,,,,14.06804005,13.89228708,13.63759286,12.39599277,12.71051274,12.76817106,,1320128,6.120616043,1120938,6.049581592,863619,5.936322188,257319,5.410471855,313038,5.49559706,346682,5.539931293,,-7.947424003,-7.842705487,-7.701270676,-6.98552092,-7.214915683,-7.228239764,,1320128,6.120616043,1120938,6.049581592,863619,5.936322188,257319,5.410471855,313038,5.49559706,346682,5.539931293,,-68.14439442,-33.51909876,,,0.186127609,-0.003227769,0.359074439,0.001499523,-68.33052203,-68.14116665,,,,,,,0.023156405,-1.10E-02,0.02886207,-9.69E-03,-33.54225517,-3.35E+01,,,,,,,0.023156405,0.002388941,0.02886207,0.008883244,6.097459638,6.12E+00,,,,,,,0.031752021,0.005276229,0.034677697,0.009207314,6.017829571,6.044305363,,,,,,,0.028664333,0.002831894,0.030314234,0.005462774,5.907657856,5.933490295,,,,,,,0.043689409,0.015608797,0.050760769,0.02374651,5.366782446,5.394863058,,,,,6.533771759,,,-0.011818104,-0.035900892,0.01110908,-0.012059173,5.507415164,5.531497952,,,,,,,0.0090298,-0.014960943,0.027505759,0.004426057,5.530901494,5.554892236,,,,,,,-0.001967085,-1.12E-02,-0.005162973,-0.00394054,-0.00011641,-0.015496361,-0.025653224,-0.004951683,,,,,,,,,,
2005,1396274,6.144970651,-27213,-1.9,-33546,-2.4,-40429,-36304,2758,2005,18,2005,56352330,41318803,15033.527,41463770,67660893,-26197.123,22436868,34850529,-12413.661,33986862,37135456,-3148.594,5064729,31785924,-26721.195,,1396274,6.144970651,1180804,6.072177816,905751,5.957008822,275053,5.439416386,348700,5.542451947,382246,5.582342949,,,1396274,6.144970651,,,-27213,-33546,,-0.020277188,-0.024996088,,,,14.10970885,13.93606646,13.6793046,12.44697686,12.76385155,12.82205001,,1396274,6.144970651,1180804,6.072177816,905751,5.957008822,275053,5.439416386,348700,5.542451947,382246,5.582342949,,-7.964738202,-7.863888643,-7.72229578,-7.007560469,-7.221399603,-7.239707065,,1396274,6.144970651,1180804,6.072177816,905751,5.957008822,275053,5.439416386,348700,5.542451947,382246,5.582342949,,-59.36360827,-32.91797482,,,0.359074439,0.001499523,0.053428096,-0.006302398,-59.72268271,-59.36510779,,,,,,,0.02886207,-9.69E-03,0.034011825,-6.24E-03,-32.94683689,-3.29E+01,,,,,,,0.02886207,0.008883244,0.034011825,0.015347395,6.116108581,6.14E+00,,,,,,,0.034677697,0.009207314,0.035142855,0.011348155,6.037500119,6.062970502,,,,,,,0.030314234,0.005462774,0.029501907,0.006285411,5.926694588,5.951546048,,,,,,,0.050760769,0.02374651,0.055258423,0.030021418,5.388655617,5.415669877,,,,,2.673179813,,,0.01110908,-0.012059173,0.046485308,0.024841283,5.531342867,5.55451112,,,,,,,0.027505759,0.004426057,0.054707688,0.033146387,5.554837191,5.577916892,,,,,,,0.001600576,-7.47E-03,-0.000341678,0.000544816,0.000796551,0.00172174,-0.030766868,-0.015802332,,std_dev_cyc_CA_quad/std_dev_cyc_GDP_quad,std_dev_cyc_TB_quad/std_dev_cyc_GDP_quad,std_dev_cyc_CONS_quad/std_dev_cyc_GDP_quad,std_dev_cyc_INV_quad/std_dev_cyc_GDP_quad,std_dev_cyc_GOVT_quad/std_dev_cyc_GDP_quad,std_dev_cyc_EXP_quad/std_dev_cyc_GDP_quad,std_dev_cyc_IM_quad/std_dev_cyc_GDP_quad,,
2006,1474923,6.168769348,-41113,-2.8,-30292,-2.1,-125228,-28124,-2168,2006,19,2006,59070039,48180992,10889.047,46203152,72723121,-26519.969,25484589,38003344,-12518.755,37258357,39382774,-2124.417,6027865,36976088,-30948.223,,1474923,6.168769348,1236840,6.092313522,944568,5.975233228,292272,5.465787211,399720,5.601755879,430012,5.633480575,,,1474923,6.168769348,,,-41113,-30292,,-0.029410284,-0.021669456,,,,14.15049051,13.97873143,13.71999119,12.49654805,12.8164635,12.87492189,,1474923,6.168769348,1236840,6.092313522,944568,5.975233228,292272,5.465787211,399720,5.601755879,430012,5.633480575,,-7.981721157,-7.886417909,-7.744757957,-7.030760841,-7.214707623,-7.24144131,,1474923,6.168769348,1236840,6.092313522,944568,5.975233228,292272,5.465787211,399720,5.601755879,430012,5.633480575,,-88.11120497,-32.3400891,,,0.053428096,-0.006302398,-0.138639233,-0.010754811,-88.16463307,-88.10490257,,,,,,,0.034011825,-6.24E-03,0.036874795,-5.55E-03,-32.37410092,-3.23E+01,,,,,,,0.034011825,0.015347395,0.036874795,0.02005052,6.134757524,6.15E+00,,,,,,,0.035142855,0.011348155,0.034777126,0.013328383,6.057170667,6.080965367,,,,,,,0.029501907,0.006285411,0.030256067,0.009328522,5.945731321,5.968947817,,,,,,,0.055258423,0.030021418,0.051115447,0.028366596,5.410528788,5.435765794,,,,,1.956124633,,,0.046485308,0.024841283,0.013168376,-0.006341731,5.555270571,5.576914596,,,,,,,0.054707688,0.033146387,0.022449468,0.00301393,5.578772888,5.600334188,,,,,,,-0.003227769,-1.10E-02,0.002388941,0.005276229,0.002831894,0.015608797,-0.035900892,-0.014960943,,1.044665947,1.000104684,0.827517193,1.064222889,2.876137021,2.424205929,1.965799387,,
2007,1549820,6.190281261,-51432,-3.3,-30679,-2,-135970,-32921,2242,2007,20,2007,64565955,53228637,11337.318,49035995,89162360,-40126.365,29920870,45802569,-15881.699,35890737,44577687,-8686.95,7571160,46624661,-39053.501,,1549820,6.190281261,1293059,6.111618341,988608,5.995024121,304451,5.483517405,391171,5.59236665,421850,5.625158053,,,1549820,6.190281261,,,-51432,-30679,,-0.035352258,-0.021087493,,,,14.19040884,14.02031475,13.75972515,12.54460418,12.86833562,12.92678276,,1549820,6.190281261,1293059,6.111618341,988608,5.995024121,304451,5.483517405,391171,5.59236665,421850,5.625158053,,-8.000127583,-7.908696407,-7.764701032,-7.061086777,-7.275968972,-7.301624703,,1549820,6.190281261,1293059,6.111618341,988608,5.995024121,304451,5.483517405,391171,5.59236665,421850,5.625158053,,-108.3318898,-31.78426305,,,-0.138639233,-0.010754811,-0.338688676,-0.015066064,-108.1932506,-108.321135,,,,,,,0.036874795,-5.55E-03,0.029322868,-6.98E-03,-31.82113785,-3.18E+01,,,,,,,0.036874795,0.02005052,0.029322868,0.014864507,6.153406466,6.17E+00,,,,,,,0.034777126,0.013328383,0.032655566,0.014223052,6.076841215,6.098289958,,,,,,,0.030256067,0.009328522,0.025343017,0.007358408,5.964768053,5.985695599,,,,,,,0.051115447,0.028366596,0.057731153,0.038181359,5.432401958,5.455150809,,,,,1.414756108,,,0.013168376,-0.006341731,0.029445694,0.012679196,5.579198274,5.598708381,,,,,,,0.022449468,0.00301393,0.039233954,0.022531539,5.602708585,5.622144123,,,,,,,0.001499523,-9.69E-03,0.008883244,0.009207314,0.005462774,0.02374651,-0.012059173,0.004426057,,,,,,,,,,
2008,1589931,6.201378277,-62499,-3.9,-34204,-2.2,141752,-30537,-3667,2008,21,2008,64949101,55612022,9337.079,52772180,83221356,-30449.176,35878061,47089389,-11211.328,34765186,44310404,-9545.218,9045375,50330871,-41285.496,,1589931,6.201378277,1346379,6.129167329,1021287,6.009147804,325092,5.512006282,429113,5.632571672,463317,5.665878236,,,1589931,6.201378277,,,-62499,-34204,,-0.041311458,-0.022608635,,,,14.22952123,14.06088,13.7986031,12.59109862,12.91950622,12.97768912,,1589931,6.201378277,1346379,6.129167329,1021287,6.009147804,325092,5.512006282,429113,5.632571672,463317,5.665878236,,-8.02814295,-7.931712674,-7.789455293,-7.079092336,-7.286934552,-7.311810883,,1589931,6.201378277,1346379,6.129167329,1021287,6.009147804,325092,5.512006282,429113,5.632571672,463317,5.665878236,,-129.4252231,-31.24892585,,,-0.338688676,-0.015066064,0.018200044,-0.004757836,-129.0865344,-129.410157,,,,,,,0.029322868,-6.98E-03,-0.001056295,-1.15E-04,-31.27824872,-3.12E+01,,,,,,,0.029322868,0.014864507,-0.001056295,-0.012622983,6.172055409,6.19E+00,,,,,,,0.032655566,0.014223052,0.011280795,-0.003465216,6.096511763,6.114944277,,,,,,,0.025343017,0.007358408,-0.002758577,-0.017146265,5.983804786,6.001789396,,,,,,,0.057731153,0.038181359,0.05649781,0.040857975,5.45427513,5.473824923,,,,,2.568625982,,,0.029445694,0.012679196,-0.016244521,-0.02965772,5.603125978,5.619892476,,,,,,,0.039233954,0.022531539,-0.014103116,-0.027465048,5.626644281,5.643346697,,,,,,,-0.006302398,-6.24E-03,0.015347395,0.011348155,0.006285411,0.030021418,0.024841283,0.033146387,,,,,,,,,,
2009,1547562,6.189648057,-51580,-3.3,-24849,-1.6,-250271,-28850,4001,2009,22,2009,52577791,46594758,5983.033,38836354,62872024,-24035.67,27529367,33710945,-6181.578,28184567,33591911,-5407.344,8031529,43434342,-35402.813,,1547562,6.189648057,1341106,6.127463106,1000191,6.000082942,340915,5.53264611,408140,5.61080916,432989,5.636476863,,,1547562,6.189648057,,,-51580,-24849,,-0.032809563,-0.01580622,,,,14.26792454,14.10052341,13.83674932,12.63603577,12.97001897,13.02771348,,1547562,6.189648057,1341106,6.127463106,1000191,6.000082942,340915,5.53264611,408140,5.61080916,432989,5.636476863,,-8.078276479,-7.973060308,-7.836666376,-7.103389662,-7.359209806,-7.391236612,,1547562,6.189648057,1341106,6.127463106,1000191,6.000082942,340915,5.53264611,408140,5.61080916,432989,5.636476863,,-105.0470542,-30.73206763,,,0.018200044,-0.004757836,0.112283399,-0.001095176,-105.0652543,-105.0422964,,,,,,,-0.001056295,-1.15E-04,-0.004711116,-3.85E-03,-30.73101133,-3.07E+01,,,,,,,-0.001056295,-0.012622983,-0.004711116,-0.012860374,6.190704352,6.20E+00,,,,,,,0.011280795,-0.003465216,0.002822383,-0.007566852,6.116182311,6.130928322,,,,,,,-0.002758577,-0.017146265,-0.009367503,-0.019504283,6.00284152,6.017229207,,,,,,,0.05649781,0.040857975,0.042250428,0.031231453,5.476148301,5.491788135,,,,,-3.236792271,,,-0.016244521,-0.02965772,0.005065044,-0.004385164,5.627053681,5.64046688,,,,,,,-0.014103116,-0.027465048,0.011159794,0.001745705,5.650579979,5.663941912,,,,,,,-0.010754811,-5.55E-03,0.02005052,0.013328383,0.009328522,0.028366596,-0.006341731,0.00301393,,,,,,,,,,
2010,1601925,6.204642179,-50796,-3.2,-31980,-2,-126763,-30078,-1902,2010,23,2010,57846613,50234550,7612.063,44119716,71386898,-27267.182,31748565,40625946,-8877.381,31322863,36170124,-4847.261,11169243,52398421,-41229.178,,1601925,6.204642179,1376180,6.138675242,1029226,6.012510749,346954,5.540271899,452946,5.656046429,484926,5.68567547,,,1601925,6.204642179,,,-50796,-31980,,-0.031111623,-0.019587166,,,,14.3057467,14.13937373,13.87431185,12.67948303,13.01994875,13.07697113,,1601925,6.204642179,1376180,6.138675242,1029226,6.012510749,346954,5.540271899,452946,5.656046429,484926,5.68567547,,-8.101104524,-8.000698487,-7.861801101,-7.139211136,-7.363902317,-7.391295662,,1601925,6.204642179,1376180,6.138675242,1029226,6.012510749,346954,5.540271899,452946,5.656046429,484926,5.68567547,,-101.76498,-30.23138729,,,0.112283399,-0.001095176,0.696701164,0.014885536,-101.8772634,-101.7638849,,,,,,,-0.004711116,-3.85E-03,-0.007950402,6.89E-03,-30.22667618,-3.02E+01,,,,,,,-0.004711116,-0.012860374,-0.007950402,-0.012156471,6.209353295,6.22E+00,,,,,,,0.002822383,-0.007566852,-0.004784462,-0.010146648,6.135852859,6.146242094,,,,,,,-0.009367503,-0.019504283,-0.01279127,-0.018023157,6.021878252,6.032015032,,,,,,,0.042250428,0.031231453,0.021738261,0.016051048,5.498021471,5.509040445,,,,,-2.428502827,,,0.005065044,-0.004385164,0.032281127,0.0274036,5.650981385,5.660431593,,,,,,,0.011159794,0.001745705,0.021353733,0.016494848,5.674515676,5.683929765,,,,,,,-0.015066064,-6.98E-03,0.014864507,0.014223052,0.007358408,0.038181359,0.012679196,0.022531539,,,,,,,,,,
